7,33
16,39
37,15
29,1
58,41
60,51
5,50
54,55
15,2
24,17
36,17
7,52
48,61
29,24
5,17
1,27
27,24
3,24
51,45
9,29
33,30
1,22
49,55
67,57
39,15
67,47
51,40
64,59
59,47
3,10
27,39
21,22
0,9
53,41
39,24
19,2
43,58
31,20
27,15
15,49
8,43
52,61
27,9
35,22
42,7
15,4
19,12
28,25
23,21
10,35
61,53
53,52
3,21
1,45
35,25
19,19
8,5
53,70
69,45
58,67
10,31
57,59
53,61
3,8
35,1
29,38
3,33
59,65
9,55
57,68
69,65
24,23
3,28
5,15
57,49
46,51
47,16
29,9
7,40
59,53
1,25
3,47
55,50
14,41
37,16
3,19
53,65
53,58
23,19
66,61
55,65
53,46
31,13
63,60
55,66
7,11
43,51
5,20
7,22
29,33
20,17
11,39
15,7
3,13
6,9
29,15
40,15
68,69
39,8
39,17
2,35
